id,release_date,runtime,imdb_id,title,revenue,photo_url,genre,homepage,directors,writers
348,1979-05-25,117,tt0078748,Alien,104931801,https://image.tmdb.org/t/p/original/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,"Horror,Science Fiction",https://www.20thcenturystudios.com/movies/alien,"578,589985,2691339,2835414","5045,5046"
289,1942-11-26,102,tt0034583,Casablanca,10462500,https://image.tmdb.org/t/p/original/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg,"Drama,Romance",,"4109,8720","2665,2666,4131,4132,4508"
455207,2018-08-15,121,tt3104988,Crazy Rich Asians,238539198,https://image.tmdb.org/t/p/original/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,"Comedy,Drama,Romance",http://crazyrichasiansmovie.com,54507,"84435,1215038,1948659"
438631,2021-09-15,155,tt1160419,Dune,333400407,https://image.tmdb.org/t/p/original/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,"Science Fiction,Adventure",https://www.dunemovie.com/,"137427,1471947,1550851,2010327,2063512","27,12506,137427,564940"
550,1999-10-15,139,tt0137523,Fight Club,100853753,https://image.tmdb.org/t/p/original/a26cQPRhJPX6GbWfQbvZdrrp9j9.jpg,Drama,http://www.foxmovies.com/movies/fight-club,"7467,17217,1521769,1534969,1758614","7468,7469"
16320,2005-09-03,119,tt0379786,Serenity,38869464,https://image.tmdb.org/t/p/original/2ZOm4cedJanmN85ZiWrwZPUNv0d.jpg,"Science Fiction,Action,Adventure,Thriller",,"12891,1238788,1399033,2024399,2084671",12891
13,1994-07-06,142,tt0109830,Forrest Gump,677387716,https://image.tmdb.org/t/p/original/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,"Comedy,Drama,Romance",,"24,30,13930,1434225,2022772,2042354","26,27,1679527"
671,2001-11-16,152,tt0241527,Harry Potter and the Philosopher's Stone,976475550,https://image.tmdb.org/t/p/original/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Adventure,Fantasy",https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone/,"4755,10965,1390388,1471947,1836887,1836888,2198741,2233031,2233034","10966,10967"
672,2002-11-13,161,tt0295297,Harry Potter and the Chamber of Secrets,876688482,https://image.tmdb.org/t/p/original/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"Adventure,Fantasy",https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,"10965,16589,1211221,1390388,1471947,1739826,1821869,1836741","10966,10967"
674,2005-11-16,157,tt0330373,Harry Potter and the Goblet of Fire,895921036,https://image.tmdb.org/t/p/original/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,"Adventure,Fantasy,Family",https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,"10723,16589,75584,1367566,1471947,1806949,2230758","10966,10967"
767,2009-07-07,153,tt0417741,Harry Potter and the Half-Blood Prince,933959197,https://image.tmdb.org/t/p/original/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,"Adventure,Fantasy",https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,"11343,1389548","10966,10967"
673,2004-05-31,141,tt0304141,Harry Potter and the Prisoner of Azkaban,789804554,https://image.tmdb.org/t/p/original/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,"Adventure,Fantasy",https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,"11218,16589,1390388,1471947,1591578,1836741,1836742,2230758","10966,10967,1117716"
675,2007-06-28,138,tt0373889,Harry Potter and the Order of the Phoenix,938212738,https://image.tmdb.org/t/p/original/s836PRwHkLjrOJrfW0eo7B4NJOf.jpg,"Adventure,Fantasy,Mystery",https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,11343,"10296,10966"
12444,2010-10-17,146,tt0926084,Harry Potter and the Deathly Hallows: Part 1,954305868,https://image.tmdb.org/t/p/original/f1geQ0I9UETRF1ed30voZfw8zT.jpg,"Adventure,Fantasy",https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-1/,11343,"10966,10967"
12445,2011-07-07,130,tt1201607,Harry Potter and the Deathly Hallows: Part 2,1341511219,https://image.tmdb.org/t/p/original/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg,"Fantasy,Adventure",https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,11343,"10966,10967"
