id,first_air_date,last_air_date,seasons,episodes,runtime,imdb_id,title,photo_url,genre,homepage,directors,writers
456,1989-12-17,2021-11-07,33,717,22,,The Simpsons,https://image.tmdb.org/t/p/original/tubgEpjTUA7t0kejVMBsNBZDarZ.jpg,"Family,Animation,Comedy",https://www.fox.com/the-simpsons/,"1223614,1223622,1223611,1223635,1223644,165825,15020,1223612,1710777,1223634,197,1219052,1219057,1710643,1710776,165787,1219298,1219040,165806,53215,1223658,1219039,1223637,1223625,1563432,133798,1219048,1214800,1447482,1219046,1447362,1223639,1447342,141706,1213763,210512,1100798,2207581,7087,1219038,1453536,1447502,111736,3131084,1460500,3143740,54909,1217856,2207572,3301888,2163749,1212331,3156345,1457564,2207601,1431027","1216638,165901,165880,1216660,165843,239,377080,1216621,54917,162931,1216623,1216632,1216636,1213292,1216620,1216635,20401,5741,1216616,94290,1216618,7088,1216642,1216645,1216631,165810,1216646,6056,1216648,1216664,3388,1216637,486,1216656,1216624,1216627,198,1216617,1216657,1216629,1216630,1213123,1216644,52314,1213081,122807,1216641,1954788,1216673,1216670,1216625,1216622,1216619,1216665,81200,1215616,1910226,1216662,1216651,1216643,1213119,1216661,1216628,1213904,1216184,1579774,1177838,1212851,1216615,1219052,1213771,1355653,1216654,97262,7215,69396,1229341,1217235,3132664,1216655,2006501,57407,97263,1219041,167482,1212636,58178,2494860,1710649,1267192,1216545,200,1216626,15020,1223635,1754165,1925240,1216633,2496921,1216659,2166850,1216658,3275596,1223651,19274,1419631,1215940,1214166,6008,153950,1267186,1229000,1216634,1223636,3143175,17835,1216558,1213817,54734,3132663,1386543,2494816,1267188,1223678,2496912,1248735,1226387,1579753,165787,197,1857952,1216671,1696553,2011713,2496944,2494814,1298804,159699,28023,41039,113642,1219672,1213818,3285528,1215719,1242596,3143740,3132662,2120354,2810928,1215343,1216653,1213910,3119814,44115,1216614,2496913,1235093,1464712,1216650,1630139,2858372,1223622,48415,1223650,28866,1215618,1766941,2496918,1217231"
1402,2010-10-31,2021-10-10,11,162,42,,The Walking Dead,https://image.tmdb.org/t/p/original/w21lgYIi9GeUH5dO8l3B9ARZbCB.jpg,"Action & Adventure,Drama,Sci-Fi & Fantasy",https://www.amc.com/twdu/the-walking-dead,"1367346,55441,15521,971003,934273,43468,1381991,1762327,204250,176794,1550011,134696,29779,52415,52034,1215145,91499,1216419,1215672,56714,1725130,12632,22140,1367342,212394,47640,18320,88391,15798,1157091,94155,15337,1223735,1214641,1966571,1214445,4027,2588137,166461,2286576,212408,21053,81727,14800,1223187,562918,2185108","1223867,1223881,1223882,1215721,205379,1327277,1212197,142686,204847,1216734,4027,1223873,1957939,1367304,1293967,1590803,2179752,111449,1376574,1933229,2145085,937878,1539831,934174,1639698,172666,155080,1367307,1223869,1223868,2190387"
688,1999-09-22,2006-05-14,7,154,45,,The West Wing,https://image.tmdb.org/t/p/original/yqDWr5NAE7m1IWrygYwLyEB6pN0.jpg,Drama,http://www.nbc.com/The_West_Wing/,"1214433,1177777,15106,15798,454973,1212200,417131,155007,19509,129723,1215659,47005,45627,45649,163097,31028,1219527,84843,41563,2243,51984,122583,1219488,1214396,33316,47640,13871,1219531,100516,175527,7145,32393,128947,15042,1219201,80747,63513,1217138,93419,39460,1217930,21561,70777","13520,1219508,1219487,1219520,1219492,47333,1217138,81374,1219517,1219486,1219521,1219499,1219529,1219528,1219501,1219527,1219496,1219498,1219491,1219518,111450,1219509,77643,1215053,11367,1214620,69019,4178,1219507,69697,1219503,1177777,1219522,4179,1219525"
1438,2002-06-02,2008-03-09,5,60,60,,The Wire,https://image.tmdb.org/t/p/original/4lbclFySvugI51fwsyxBTOm4DqK.jpg,"Crime,Drama",http://www.hbo.com/the-wire,"55116,15521,167786,80747,1223735,47640,44797,1128,1218785,1309579,37948,173004,154528,21377,204250,1224334,1216147,1223983,1211947,1364800,1994,1224602,8573,2202650,17287,2202651,205639,155598","1218279,1224586,203725,2989,1224591,4722,1224587,112549,1224606,1224015,69983,1224589,1224605,1224590"
4087,1993-09-10,2018-03-21,11,218,45,,The X-Files,https://image.tmdb.org/t/p/original/5BD0kiTGnDxONqdrsswTewnk6WH.jpg,"Sci-Fi & Fantasy,Mystery,Crime",http://www.fox.com/the-x-files,"157892,12523,12524,33316,80665,1219869,40575,12632,149501,1219320,12640,1214042,58403,29078,67632,8573,83467,66633,12627,55264,57134,40230,1212412,15959,1212609,1213543,12214,35971,141491,1633181,149619,104876,1224107,17312,1981052,29924,75232,16834,56155,109537,1235346,29779,56998,113017,43786,87472,1236036,27146,1214379,102638,42111,45642,31900,1441372","12524,1236075,12627,66633,29924,1221664,58403,57134,141491,1224179,12640,1221665,1218781,1225826,1237449,1235788,202100,160124,150783,1222910,1229513,1217746,103009,1806540,1711726,1218959,84906,12643,1216739,1228645,1226496,80665,1235862,3027,1633181,1235753,1569343,15022,1213744,1226247,87590,64506,12214,1214632,1227531,42106,1711725,1228644,1961940,112369"
67136,2016-09-20,2021-05-25,6,93,43,,This Is Us,https://image.tmdb.org/t/p/original/bPaVOvW2LK6oYrRv9Ybb196ywub.jpg,"Comedy,Drama",http://nbc.com/this-is-us,"2000115,129723,1187187,1772476,1397940,1517249,56412,56411,58059,2003436,1120536,29214,66121,2000245,51853,19509,1035444,2003462,2000234,1320713,40230,16501,154521,1219584,1400540,2003442,19850,58316,1198257,9788,87038,1222596,75707,34396,62377,152076,70777,2000175,9994,62095,23881,1426793,2000113,1595475","2000234,1648777,1300295,1300294,1256058,1519592,1514398,2000222,81374,937982,2229399,1527256,1224211,1527260,3094465,1707739,1227485,2257651,1610866,57579,71437,1367423,2190007,1411681"
46648,2014-01-12,2019-02-24,3,24,60,,True Detective,https://image.tmdb.org/t/p/original/aowr4xpLP5sRCL50TkuADomJ98T.jpg,Drama,http://www.hbo.com/true-detective,"1015922,87257,12632,74655,77269,58189,1281190,1223735,1656216,88391,114404,118606","1281190,1487346,71528,151295"
1920,1990-04-08,2017-09-03,3,48,46,,Twin Peaks,https://image.tmdb.org/t/p/original/lA9CNSdo50iQPZ8A2fyVpMvJZAf.jpg,"Drama,Mystery",http://www.sho.com/twin-peaks,"9320,15798,15858,8750,6592,1228028,1213162,13488,3092,15890,15901,58837,15868,15912","15795,15797,1228035,1228038,58837,1215145,5602,15801"
2691,2003-09-22,2015-02-19,12,262,30,,Two and a Half Men,https://image.tmdb.org/t/p/original/A9QDK4OWpv41W27kCv0LXe30k9S.jpg,"Comedy,Drama",http://www.cbs.com/shows/two_and_a_half_men/,"55195,150641,160172,1218744,1222077,1212911,1213790,151192,1215073,1214817,84843,69718,59635,1212755,1212807,2129931,1224119,51760,54644,2020833,157437","1232373,81421,160172,1218744,1224119,1215345,1232362,1212512,1214853,1540621,1220695,1536766,74277,57173,1232384,1297925,1215616,1366449,1297005,1540626,1219378,1540629,69718,1215690,1375609,163528,1221343,1043813,1216626"
63247,2016-10-02,2020-05-03,3,28,60,,Westworld,https://image.tmdb.org/t/p/original/y55oBgf6bVMI7sFNXwJDrSIxPQt.jpg,"Sci-Fi & Fantasy,Western",http://www.hbo.com/westworld,"1490062,2047126,1015922,2032923,2025103,1436691,2047145,2047195,35582,1427716,1836317,54267,2032905,1728293,1215672,1453319,1816411,1341766,1734699,2047181,2026575,1533790,166461,5877,1898859,57581,79434,51853,2024948,1463287,19290,1860851,59104,58573,4160,2047914,29779,2047146,119293,1740449,1325241,2071981,402272,2047024,1497967,1399979","4782,1497967,527,2024515,1217567,1715432,1455739,211634,1757553,1132323,1371248,1236251,113913,1448205,1257730,1287562,139744,1295214,1224003,1254582"
1437,2002-09-20,2003-07-28,1,14,45,,Firefly,https://image.tmdb.org/t/p/original/vZcKsy4sGAvWMVqLluwYuoi11Kj.jpg,"Drama,Action & Adventure,Sci-Fi & Fantasy",,"12891,202100,1174226,1215026,6198,1215364,43222,8573,1222761,104876","12891,202100,1215761,187863,77213,1379807,1219927,28250"
